Fe_percent,Coke_rate,PCI_rate,Hot_blast_temp,Blast_pressure,Moisture_percent,Basicity,Oxygen_percent,CO_percent,CO2_percent,Hot_metal_temp,Instability_flag
59.86902154501571,449.901073118716,195.7216852558261,998.9797217629125,3.4831104062351903,2.0113060697049834,1.3508636630482744,27.03303368025817,19.297539721135795,23.53501103456594,1509.4835363094187,0
67.3592859833289,524.0240317537782,168.89386803012897,1145.0215257255572,3.7622037501926338,7.759906370180105,1.362868976047184,26.5254540191288,23.39725905977256,18.889375486989945,1544.6972015801766,1
64.51592124354826,468.8000341968999,244.6747787295911,1198.3130449514872,2.926359750758002,5.211899611680708,1.151348928702176,22.967297774892934,24.1538632739615,20.578567532679603,1498.906033331933,0
62.78256029456148,324.9907749335389,132.84676764763572,1152.2284613481138,2.578357463346815,6.202403245571659,1.0926522889404515,23.93802379028139,23.077052711579594,21.109077363958853,1465.3778552287465,1
57.02824232575168,355.6740710350666,188.1784623998411,1003.8428779302876,2.637693148710923,7.4755829482319065,1.0766644203429712,24.55380589099335,23.175972155660034,21.878469972276985,1399.4603590698694,1
57.027928764370635,365.79845520927574,205.0315022485334,1113.3757180238588,3.3938965167287876,4.598927594620259,1.3527812382777757,24.969104299086258,19.62383853871766,18.52800184840306,1516.9370627316255,0
55.755086958186595,377.35927609345345,223.83467340180724,1060.177034097322,3.1351160679829926,4.643919691688638,1.0924890090081976,23.102894127626115,23.985745670400195,20.76859806710331,1427.2707811597622,0
66.26028989507415,469.6210175851513,161.04565456420107,1135.9553351650225,2.972988261954514,3.001889425535218,1.212335618721007,24.738700589203955,27.767813464526434,20.182869086956188,1551.3017221831697,1
62.81449515266171,451.18973394761804,203.03828614862223,945.9292183938725,2.405548157552348,7.434969683510696,1.132695713231452,26.41275821186132,27.758194562719392,21.2334661108127,1499.8879828267295,1
64.20494351134859,360.9480115092627,145.48022070764242,1091.4403777937712,3.7509113749978065,5.886039836191765,1.1995741753239269,25.801868217078315,21.491441548021932,23.109046513077274,1483.1126788198405,0
55.267598425845435,320.26645303670614,165.32141385427303,1132.1000320025205,3.562040895014812,3.081615483749306,1.138306807349681,27.656615020631918,25.284499726039016,19.059063857700817,1538.1268949483047,1
67.60882807810593,351.42966134241544,234.34406968050988,1128.369400621992,2.281277203478459,5.358752087407314,1.1171794864265452,22.670526495774062,22.415718639945908,22.777639175134162,1464.6535410048937,0
65.82175433040548,595.3143937855809,242.48614139964315,1189.0779016811343,2.7347769092042733,3.9689836303367074,1.1709292005116703,25.74765399979107,19.37760082715977,20.49891034965526,1534.4446151934983,1
57.76040843881759,440.5640849374417,207.8226020390897,917.5234142352961,3.0842641872777827,2.883091818839157,1.1331702146877425,27.647838522055856,25.403794455055767,20.144849921247797,1542.543066626957,1
57.36372457369231,560.2036514106337,156.15278361642777,1003.7338107276871,2.908677245543064,3.091216684368793,1.3358765218304791,21.672772319911296,21.440420724042266,20.81581139321869,1412.2940950763716,1
57.38425862809464,554.625740000653,223.00866849619962,1042.9660745374317,2.7955916774754765,5.355542946861214,1.2322626441393023,24.9334401247732,25.60928538384301,23.991902765827028,1486.3219157764227,0
58.95514915847399,453.4558672388621,103.88006225881303,992.9290585176244,3.4376637951210585,5.3863113555965505,1.0704668110157773,27.890742727867877,21.79376692895391,18.471312770798352,1507.579733654214,0
61.82183361121909,512.006312538163,115.41188658091316,992.9368541017412,2.109007008475675,6.739644686313955,1.0943782798585409,21.43001956648236,19.750145853022538,22.021224650197613,1393.9570974545472,1
60.615285242347504,357.82560312381366,199.20606045630416,952.838582006978,2.9428206782518838,3.487905705219972,1.0214213990622996,23.54062177266584,26.530202962451735,23.143881467225913,1446.601305997919,0
58.78597882257454,506.51901147807246,143.6872862905086,1143.8854209075623,2.524363380779203,7.495000293448267,1.1198754533868867,21.594996807223687,18.518631832546642,22.369290049535167,1401.1406233775415,1
62.954087631390934,381.7153737789869,242.70793276007166,1172.4207133153627,2.169236770469518,5.11167758928209,1.2678072631496553,25.100539606127533,21.655717900272645,21.74765455971331,1497.5933524488917,0
56.81342018847654,549.6186290262452,165.4090918138457,924.6982078715251,2.929774316005931,3.225036133047717,1.0731833479634254,26.969087975034405,24.725387574450696,22.35516644774908,1508.4253079550058,0
58.79788043095783,325.117239932673,164.40472305837653,946.4696735274896,2.3427373821411375,4.479683453620345,1.0396809427501812,22.693597641141356,26.863635235676263,20.47887780640498,1423.5369618935617,1
59.762703962817994,531.9416018655833,201.7119265286397,968.535899961556,2.5164485637804175,7.540155632244363,1.1284061544231796,22.429698441270126,19.611057869542893,20.9731998882597,1394.2990772373544,1
60.928909794821465,329.98107197058584,215.13528434592843,1052.6962451562508,3.0140174590201516,4.8689392572011965,1.2450088933961951,24.710612360155764,18.96054865812596,20.716012052802405,1482.8590772448365,1
65.20728749810918,564.3567710682927,171.33381071877048,1137.3516099902902,3.9474179598656427,7.248290662874271,1.1891120183096235,23.48767175058627,21.02137751364126,22.060011757939762,1460.9855362312946,1
57.59575916805868,391.2613554405011,132.10013525675862,921.4366574294851,3.3685100136071116,2.958996410999834,1.1328761045885993,26.782768203505974,20.561902066759075,24.192886023655614,1460.7631059326457,1
61.68504769937695,496.31800944917245,215.99629640884325,1091.0438956975286,2.5592435963136495,7.483750391655777,1.3531807031735228,21.937751331234143,24.942432412895556,21.30908484045587,1446.0458102314312,1
62.701389395206554,446.25068358608394,148.05269123104415,944.8006368811259,2.764812105150753,4.583712832996617,1.1874230790049078,27.401263823145044,20.376662079033185,20.835997882766932,1503.220861250542,0
55.60385536535997,409.8909435787017,126.26661539407864,1191.4371203628796,2.8122663046419545,7.6167616611845865,1.182018668199081,26.675179852407435,24.2397528276978,22.7432207113686,1498.2151287886877,1
62.8980830747187,493.63254995504894,194.746028488752,1169.6320292555224,2.3072752466887545,7.1964711167739885,1.0126627030981699,21.10578792823054,24.560065419879614,19.387133978272264,1423.4390200467278,1
57.21681360793479,584.2568941653714,113.56805004855256,1184.8748546837255,2.3213083777193617,5.959797841297545,1.255737132631708,22.949169443403136,26.055842827653628,24.24639899407674,1462.41717228195,1
55.84567070880863,312.38092421238656,245.70290126290823,931.8491632748124,2.2967894469747288,6.037078501718118,1.1837379538004942,27.395167873198435,24.034232000841673,23.29838924612143,1464.3637372725805,1
